food_id,food_name_ar,food_name_en,ingredients_ar,ingredients_en,description_ar,description_en,main_category_ar,main_category_en,calorie_category,rating_avg,image_url,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g,user_1_rating,user_2_rating,user_3_rating,user_4_rating,user_5_rating,user_6_rating,user_7_rating,user_8_rating,user_9_rating,user_10_rating,user_11_rating,user_12_rating,user_13_rating,user_14_rating,user_15_rating,user_16_rating,user_17_rating,user_18_rating,user_19_rating,user_20_rating
1732,صينية كبدة في الفرن,Tray Bake Liver in the oven,كبدة، ملح، فلفل أسود، زيت، بصل، طماطم,"Liver, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من كبدة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",لحوم,Meat,High,4.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,172.0,6.5,24.5,0.9,,,4.0,,4.0,3.0,,,2.0,,,,3.0,,,,3.0,,3.0,5.0
1741,شوربة فراخ بالصلصة,Soup Chicken with sauce,فراخ، ملح، فلفل أسود، زيت، بصل، طماطم,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من فراخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",دواجن,Poultry,Medium,3.8,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg,187.0,7.4,28.3,0.0,1.0,,,,5.0,,,4.0,1.0,,,,,5.0,,,,,1.0,1.0
1755,ملوخية أرز مقلي,Molokhia Rice fried,أرز، ملح، فلفل أسود، زيت، بصل، طماطم,"Rice, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.,"An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",نباتي,Vegetarian,Low,3.8,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,35.0,0.2,3.5,6.5,,4.0,3.0,1.0,1.0,,,3.0,,,,4.0,2.0,,,,2.0,,1.0,
1757,فول جمبري في الفرن,Fava Beans Shrimp in the oven,جمبري، ملح، فلفل أسود، زيت، بصل، طماطم,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من جمبري، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",أسماك,Seafood,Medium,3.9,https://upload.wikimedia.org/wikipedia/commons/f/f3/Shrimp_grill.jpg,110.0,0.7,7.6,19.7,,,1.0,,,,,3.0,2.0,4.0,3.0,,2.0,3.0,,,2.0,,,
1761,بامية طماطم بالصلصة,Okra Tomato with sauce,طماطم، ملح، فلفل أسود، زيت، بصل، طماطم,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من طماطم، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",نباتي,Vegetarian,Low,3.7,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,142.0,7.1,14.8,9.7,,5.0,4.0,,,5.0,2.0,5.0,3.0,,,,,,,,,,,4.0
1773,كشري سبانخ إسكندراني,Koshari Spinach Alexandrian style,سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",نباتي,Vegetarian,Low,4.9,https://upload.wikimedia.org/wikipedia/commons/4/4f/Koshari.jpg,140.0,3.3,4.3,23.3,3.0,,,,4.0,,3.0,,,,,,3.0,,2.0,,,5.0,,
1785,كباب سجق مقلي,Kebab Sausage fried,سجق، ملح، فلفل أسود، زيت، بصل، طماطم,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",لحوم,Meat,High,3.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,258.0,16.5,25.6,0.0,3.0,,,,,,,2.0,,4.0,,4.0,3.0,1.0,,,5.0,,,2.0
1788,صينية بسلة سبايسي,Tray Bake Peas spicy,بسلة، ملح، فلفل أسود، زيت، بصل، طماطم,"Peas, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بسلة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.,"An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",نباتي,Vegetarian,Low,3.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,84.0,0.2,5.4,15.6,,,3.0,4.0,,5.0,,,,1.0,,,5.0,,,1.0,,5.0,,4.0
1793,طاجن فراخ إسكندراني,Tagine Chicken Alexandrian style,فراخ، ملح، فلفل أسود، زيت، بصل، طماطم,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من فراخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",دواجن,Poultry,Medium,4.0,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg,187.0,7.4,28.3,0.0,,,,4.0,4.0,,,,,,5.0,,3.0,4.0,5.0,,,,,
1807,شوربة بامية مقلي,Soup Okra fried,بامية، ملح، فلفل أسود، زيت، بصل، طماطم,"Okra, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بامية، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.,"An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/f/fa/Lentil_soup.jpg,142.0,7.1,14.8,9.7,,,,,,,,,,5.0,,5.0,1.0,4.0,1.0,,,,2.0,
1813,شوربة سجق سبايسي,Soup Sausage spicy,سجق، ملح، فلفل أسود، زيت، بصل، طماطم,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",لحوم,Meat,High,4.8,https://upload.wikimedia.org/wikipedia/commons/f/fa/Lentil_soup.jpg,301.0,25.6,17.9,1.8,5.0,,,,,,,,4.0,,1.0,1.0,,2.0,,1.0,,,,
1818,لحمة كبدة في الفرن,Beef Liver in the oven,كبدة، ملح، فلفل أسود، زيت، بصل، طماطم,"Liver, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من كبدة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",لحوم,Meat,High,4.4,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg,172.0,6.5,24.5,0.9,1.0,,,2.0,,,4.0,,,3.0,,,,,,,3.0,3.0,,
1827,محشي لحمة مقلي,Stuffed Beef fried,لحمة، ملح، فلفل أسود، زيت، بصل، طماطم,"Beef, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من لحمة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",لحوم,Meat,High,4.1,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg,99.0,2.8,2.0,16.8,5.0,2.0,,5.0,,,4.0,3.0,1.0,,,,,,4.0,4.0,,,,3.0
1843,كفتة لحمة إسكندراني,Kofta Beef Alexandrian style,لحمة، ملح، فلفل أسود، زيت، بصل، طماطم,"Beef, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من لحمة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",لحوم,Meat,High,3.6,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg,177.0,4.7,9.8,22.8,1.0,,5.0,,,,,,4.0,,,,,,,,,,,
1874,بامية بطاطس إسكندراني,Okra Potato Alexandrian style,بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم,"Potato, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",نباتي,Vegetarian,Low,4.7,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,93.0,0.1,2.5,21.2,3.0,,,,2.0,,,,2.0,4.0,,,,,3.0,,3.0,,,
1899,سلطة بصل بلدي,Salad Onion baladi,بصل، ملح، فلفل أسود، زيت، بصل، طماطم,"Onion, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بصل، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بلدي.,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",نباتي,Vegetarian,Low,4.4,https://upload.wikimedia.org/wikipedia/commons/2/22/Salad_plate.jpg,40.0,0.5,1.0,9.0,2.0,3.0,,3.0,,,,3.0,2.0,5.0,,,3.0,,,5.0,4.0,2.0,4.0,
1903,ساندويتش كبدة مشوي,Sandwich Liver grilled,كبدة، ملح، فلفل أسود، زيت، بصل، طماطم,"Liver, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من كبدة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",لحوم,Meat,High,4.0,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,172.0,6.5,24.5,0.9,,,,2.0,3.0,,5.0,4.0,4.0,4.0,2.0,,2.0,,,,,2.0,,
1907,كشري سبانخ بلدي,Koshari Spinach baladi,سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم,"Spinach, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بلدي.,"An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/4/4f/Koshari.jpg,140.0,3.3,4.3,23.3,3.0,4.0,,2.0,3.0,,,,,,,,,,,,2.0,2.0,,
1910,طاجن سجق مشوي,Tagine Sausage grilled,سجق، ملح، فلفل أسود، زيت، بصل، طماطم,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",لحوم,Meat,High,3.7,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,301.0,25.6,17.9,1.8,,,,,2.0,,,,4.0,4.0,,,3.0,,,,,,,5.0
1935,بامية بطاطس مقلي,Okra Potato fried,بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم,"Potato, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",نباتي,Vegetarian,Low,3.7,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,267.0,12.8,3.3,35.7,2.0,,,,,,,,,,,,1.0,,2.0,3.0,,,,
1939,شوربة سجق بلدي,Soup Sausage baladi,سجق، ملح، فلفل أسود، زيت، بصل، طماطم,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بلدي.,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",لحوم,Meat,High,4.6,https://upload.wikimedia.org/wikipedia/commons/f/fa/Lentil_soup.jpg,301.0,25.6,17.9,1.8,5.0,4.0,4.0,,,,,,,3.0,,,4.0,,,4.0,1.0,,3.0,1.0
1940,طاجن لحمة مقلي,Tagine Beef fried,لحمة، ملح، فلفل أسود، زيت، بصل، طماطم,"Beef, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من لحمة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",لحوم,Meat,High,3.6,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg,228.0,14.2,16.8,9.7,,,5.0,,,,,5.0,5.0,,,,,,1.0,,,3.0,,
1954,شوربة طماطم سبايسي,Soup Tomato spicy,طماطم، ملح، فلفل أسود، زيت، بصل، طماطم,"Tomato, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من طماطم، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.,"An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",نباتي,Vegetarian,Low,3.9,https://upload.wikimedia.org/wikipedia/commons/f/fa/Lentil_soup.jpg,58.0,1.5,1.5,9.5,3.0,,,,3.0,,,,,4.0,,,2.0,2.0,,,,,4.0,
1959,سلطة فراخ إسكندراني,Salad Chicken Alexandrian style,فراخ، ملح، فلفل أسود، زيت، بصل، طماطم,"Chicken, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من فراخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.,"An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",دواجن,Poultry,Medium,4.4,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg,187.0,7.4,28.3,0.0,,,,,,,,,,,,,,,3.0,3.0,,,,3.0
1960,طاجن سجق مقلي,Tagine Sausage fried,سجق، ملح، فلفل أسود، زيت، بصل، طماطم,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",لحوم,Meat,High,4.0,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,301.0,25.6,17.9,1.8,5.0,,,4.0,3.0,,,3.0,,2.0,,1.0,2.0,,,,,,,
2003,لحمة كبدة بالبصل,Beef Liver with onion,كبدة، ملح، فلفل أسود، زيت، بصل، طماطم,"Liver, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من كبدة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالبصل.,"An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",لحوم,Meat,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg,170.0,7.5,23.0,4.0,3.0,,4.0,,,1.0,,,,5.0,1.0,3.0,,,,,,3.0,,
2027,طاجن سجق إسكندراني,Tagine Sausage Alexandrian style,سجق، ملح، فلفل أسود، زيت، بصل، طماطم,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",لحوم,Meat,High,4.2,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,301.0,25.6,17.9,1.8,2.0,,,,,,2.0,1.0,,,,,,,4.0,5.0,,2.0,,5.0
2030,طاجن جمبري مشوي,Tagine Shrimp grilled,جمبري، ملح، فلفل أسود، زيت، بصل، طماطم,"Shrimp, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من جمبري، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.,"An Egyptian dish made with Shrimp, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",أسماك,Seafood,Medium,3.6,https://upload.wikimedia.org/wikipedia/commons/f/f3/Shrimp_grill.jpg,198.0,9.3,26.4,0.8,4.0,,,,1.0,4.0,2.0,,,,,1.0,,,,,,,,3.0
2035,شوربة بطاطس بالصلصة,Soup Potato with sauce,بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم,"Potato, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.,"An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",نباتي,Vegetarian,Low,4.4,https://upload.wikimedia.org/wikipedia/commons/f/fa/Lentil_soup.jpg,93.0,0.1,2.5,21.2,,,,,,,3.0,,,,,3.0,,,1.0,,,,2.0,1.0
2038,صينية سجق في الفرن,Tray Bake Sausage in the oven,سجق، ملح، فلفل أسود، زيت، بصل، طماطم,"Sausage, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.,"An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",لحوم,Meat,High,3.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,301.0,25.6,17.9,1.8,1.0,5.0,,,,,,,5.0,,,,4.0,3.0,5.0,,,,,
2066,بامية فول إسكندراني,Okra Fava Beans Alexandrian style,فول، ملح، فلفل أسود، زيت، بصل، طماطم,"Fava beans, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من فول، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.,"An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",نباتي,Vegetarian,Low,3.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,110.0,0.7,7.6,19.7,,,,4.0,,,3.0,,2.0,,,,,,,1.0,,1.0,,
2069,سلطة بصل مشوي,Salad Onion grilled,بصل، ملح، فلفل أسود، زيت، بصل، طماطم,"Onion, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من بصل، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.,"An Egyptian dish made with Onion, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/2/22/Salad_plate.jpg,198.0,9.3,26.4,0.8,,,,,1.0,5.0,,,,1.0,,5.0,3.0,,,,4.0,,,
2087,كباب لحمة بالصلصة,Kebab Beef with sauce,لحمة، ملح، فلفل أسود، زيت، بصل، طماطم,"Beef, Salt, Black pepper, Oil, Onion, Tomato",طبق مصري يتكون من لحمة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.,"An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",لحوم,Meat,High,3.9,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg,258.0,16.5,25.6,0.0,3.0,,2.0,5.0,,,,,,,,,2.0,,,,5.0,,4.0,5.0
